KEGG,ko05340,ko00564,ko00680,ko00562,ko03030,ko00561,ko00440,ko00250,ko00740,ko04940,ko00010,ko00195,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko00592,ko00591,ko00590,ko00061,ko03070,ko00253,ko03060,ko00380,ko00500,ko05120,ko04964,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko04910,ko00531,ko00360,ko00633,ko00630,ko00363,ko00364,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko03008,ko00290,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00903,ko00471,ko00472,ko00473,ko05111,ko04210,ko00240,ko04011,ko04113,ko04070,ko03420,ko00770,ko02040,ko00670,ko04920,ko00930,ko04112,ko03450,ko00565,ko05322,ko03050,ko04614,ko00513,ko04330,ko05220,ko05410,ko00944,ko04310,ko04650,ko04662,ko04370,ko04660,ko04360,ko04114,ko04010,ko04720,ko00902,ko04916,ko00965,ko05131,ko04144,ko00062,ko00901,ko00909,ko00905,ko04666,ko04640,ko04912
S10.51.Gut,9443.69,78098.05,100547.49,15983.4,75397.87,54948.33,7555.17,116523.04,32069.39,6760.22,131878.69,39409.4,61020.77,42835.19,1073.02,22038.31,27265.24,8179.37,5520.3,4262.55,4158.93,7025.76,3677.22,4229.44,107.07,3813.92,51,0,54531.09,7542.12,5425.96,76435.96,543,543,95904.97,150278.49,109168.9,27547.22,8172.61,4273.99,3483.86,10194.36,66478.95,118886.15,20044.2,77495.83,31753.65,96909.87,12101.4,2326.45,0,16638.31,48.7,18410.96,16870.24,5401.99,130852.72,20294.68,4869.32,109275.54,5102.5,404.5,9541.93,1822.92,49,404.5,14885.72,40502.16,7519.45,2086.64,4886.97,1696.13,543,5312.42,9429.44,4176.93,26928.64,8726.8,54919.01,4785.47,1056.39,543,667,4886.97,21360.76,417630.35,39677.12,1136.24,30320.83,42289.58,20727.59,25032.11,7511.46,68183.61,13647.69,49587.57,9089.46,27574.53,7130.1,2094.86,530.05,4198.22,18902.3,153185.18,32704.3,45,543,56842.79,19389.8,63545.75,15587.55,86136.52,14,32937.29,53104.87,5764.88,6961.1,80543.38,102354.16,14236,285307.33,676,9100.05,79600.49,50188.11,14392.86,7568.76,11544.45,28526.63,38531.96,3001.23,150.55,43697.98,73016.01,69100.69,65,81797.95,52438.43,6685.57,80934.87,89636.46,124785.17,16721.34,4886.97,5956.97,17.76,118158.69,0,24233.38,0,3264.76,19019.23,9896.06,132122.34,87508.89,0,6.5,300651.81,52851.5,51385.93,3075.02,31209.96,70194.38,12077.95,264819.06,1328.04,6.5,110244.15,117628.9,4915.8,8275.27,94718.48,964.5,54337.84,9192.91,17412.85,521,13632.28,34596.71,2361.28,240017.16,4446.18,1452.5,12715.93,39670.14,64101.45,129035.43,59363.95,9872.17,3820.8,61292.14,63,10.86,4,0,23,0,4,4,14,0,4,,,,,,,,,,,,,,,,,,,,
S11.104.Gut,11839.41,93370.8,132533.77,17411.69,87167.25,63637.81,9007.02,139709.91,39114.77,8608.19,155118.96,45066.46,74376.42,55057.41,758.22,26627.88,34346.23,10910.73,6626.53,6162.86,5849.86,9705.1,5509.03,5490.92,117,2925.32,108.16,1.66,67812.12,8238.74,6763.87,91614.82,90.62,90.62,122970.43,179481.78,126530.19,37381.52,10009.98,6515.3,3237.56,12420.79,76255.35,178706.66,23068.98,92077.67,38954.16,113843.77,13681.38,3886.92,1.66,19104.59,129.12,25246.24,23792.38,5545.91,161707.11,28632.22,5325.53,130226.31,5547.57,653,15362,2443.32,81.5,685,17623.97,52282.82,9477.76,5257.7,5605.04,1173.55,90.62,6272.87,10623.97,5952.86,36045.56,14297.98,74460.99,5579.88,215.22,90.62,443.5,5605.04,25866.01,517286.94,58576.89,335.05,30624.28,49190.57,24785.1,33699.5,9935.06,85393.51,21482.14,64161.05,12611.9,33066.66,6869.21,1176.56,173.72,5730.03,22537.86,179987.84,39060.96,97,90.62,70155.17,18110.36,78523.89,18788.61,101916.04,56.5,44413.03,66547.68,7285.41,10254.88,102829.51,129187.52,18757.5,376121.28,443.5,11921.95,97484.26,58514.91,19017.3,9794.06,15680.17,39486.98,51117.89,3490.13,503.54,56057.13,98728.9,83105.41,0,91984.27,60290.46,9616.62,96224.32,119183.3,156227.37,21633.56,5605.04,6003.04,37,153486.66,1.66,28421.18,1.66,5669.59,24281.09,15830.01,151865.32,99914.06,1.66,0,363361.76,70433.36,74156.71,3539.72,42112.25,77442.51,15918.67,304110.91,2229.32,0,128484.86,151685.4,5672.87,9285.75,109192.42,773.66,64579.19,11745.62,21429.87,344.16,15861.5,50814.07,2564.5,282444.56,5657.42,626.82,14928.33,44197.3,78151.47,217059.58,71045.67,13054.06,6169.53,69746.57,98,29.06,,15,5,6,,,5,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
S11.105.Gut,6016.27,49227.12,70570.64,11128.04,45904.48,32881.95,5276.47,74242.45,19681.84,4394.93,83646.35,24079.8,39480.91,29947.9,724.52,14208.93,18240.52,6192.2,3349.77,3813.43,3384.43,4833.67,2861.51,2938.94,202.75,1887.33,181.67,0.67,35668.87,4421.05,3346.02,47243.88,145.69,145.69,66600.41,97610.87,66240.99,19494.87,5250.87,3809.96,1506.43,6358.04,40572.91,88024.72,11432.4,48098.03,21237.8,61097.92,7159.37,2156.45,0.67,9456.3,257.11,12760.79,11472.79,3199.96,85450.08,15613.29,2808.44,69450.93,4060.64,190.25,7777.41,1110.33,21.5,204,9282.72,27325.28,4938.69,2304.09,2880.18,1164.52,145.69,3085.85,5854.46,3544.43,19352.03,6407.68,41048.16,2344.01,482.6,145.69,573,2880.18,13437.74,277531.77,32070.66,580.52,19897.46,26033.12,14532.77,18428.89,5691.87,43484.64,11235.16,33673.85,6195.61,17284.36,4190.39,990.43,307.1,2987.51,11701.67,96918.23,20865.12,72.5,145.69,39247.44,10682.82,43243.92,10257,55537.99,33.5,24274.53,36636.95,4039.03,5072.2,52495.43,68786.69,9849.42,200873.95,573,6214.46,51544.63,30986.98,9970.14,4978.69,9062.17,20333.79,25790.63,1859.02,753.69,29424.33,53220.92,44525.65,194.5,51528.25,33261.8,5463.96,50849.31,62346.64,82123.22,10849.97,2880.18,3199.18,8,79925.38,0.67,16048.3,0.67,2766.69,12173.25,9515.97,77335.61,55027.03,0.67,3,188679.33,35916.31,37298.45,2283.3,21482.01,40016.53,9221.17,157695.93,781.33,13.75,63524.89,82248.3,2989.6,5008.36,57058.95,411.42,33004.62,6035.79,11019.33,162.67,8324.9,26058.82,1380.2,145214.24,3364.62,522.84,7954.4,23262.56,41261.41,105516.6,37344.73,6466.61,3592.39,35819.29,49,115.43,,58,21,2,,,21,,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,,,,,,,,,,,,
S11.101.Gut,11392.36,84644.18,109150.4,19273.73,67751.17,52519.59,10664.72,117573.83,29255.51,7836.43,135490.2,32707.44,64769.24,56200.81,1330.43,24335.08,34022.51,9760.86,4162.43,7174.43,7141.43,11283,7997.93,7875.36,9,5183,29,0,60160.53,4744.86,4322.43,75318.74,21,21,109465.62,187722.2,99739.18,35110.87,8159.29,7604.29,533.43,11273.79,60147.1,148585.76,16424.72,75392.24,40592.37,99523.26,11786.86,3970.86,0,12465.29,10.86,25159.87,22932.29,4156.36,141709.55,30867.37,4122.43,107246.7,6922.36,172,17279.51,3336,3,174,18688.86,47702.09,8123.5,3817.93,4080.93,3718.93,21,4285.43,8046.29,7149.43,31612.09,10203.43,65119.17,2984.43,107.43,21,960,4080.93,23192.65,456657.15,68772.74,139.93,30979.24,40786.09,23328.38,35513.23,10784.36,71069.45,26326.15,66541.44,9130.86,31783.44,7820.86,1430.43,63.93,8041.93,17609.15,144511.7,29937.73,16,21,62135.52,18874.44,58138.89,15918.08,86810.54,3,42585.03,70609.1,10117.36,11266.36,90668.45,118873.04,17823.01,393088.02,960,11614.79,82935.68,44267.02,19381.36,11304,20316.51,34272.37,38239.3,3570.5,35.43,50850.66,99810.61,68399.67,0,87053.4,52711.45,10983.29,76474.32,108025.9,166116.32,19207.79,4080.93,4161.93,5,151858.05,0,29318.94,0,3885.36,20321.08,17567.86,110133.61,81402.33,0,0,287655.68,66184.81,75247.03,3888.86,33821.09,50781.73,20369.51,220561.58,2423,0,91699.74,145016.56,4092.43,7983.36,84407.89,200,44380.23,11385.79,16422.15,29,13123.22,56598.58,3359.43,216393.22,5821.86,89,11995.22,29669.44,58922.46,184470.55,60151.52,11364.36,7545.72,52286.16,12,2.43,,5,9,0,,,9,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
S11.103.Gut,10916.82,86893.92,132387.96,17303.26,78339.04,62989.52,10355.1,130210.24,35246.92,7909.5,147119.04,41656.56,69892.08,51428.4,222.64,23486.42,33101.6,14604.82,6513.82,8857.5,7510.5,8850.04,5605,6068.14,455.5,3003.68,534,4,62903.32,7431.46,6422.32,84360.44,221,221,119270.16,169766.84,113017.46,36685.06,9208.78,6335.78,2536.64,11564.96,67359.82,172357.84,19383.28,84538.94,36747.56,109819.12,13167.82,3506.96,4,17706.14,186.78,24541.52,22541.18,5129.96,150682.38,26397.7,4801.82,119880.46,6688.96,208.5,17506.56,2748.68,26,233,17023.68,48227.16,8328.86,5542.5,5152.82,686.64,221,5299.32,9562.78,8046.5,34468.44,13701.36,72965.58,5221.82,219.14,221,1141,5152.82,23429.28,475865.08,57219.26,394.14,30293.74,43413.94,22668.64,32141.16,12205.82,78489.52,20368.46,59288.5,12380.82,31466.56,6060.46,867.14,153.14,5941,20005.42,172653.76,35798.8,61,221,70721.98,19578.34,82139.6,17870.06,97884.88,44,43097.1,61578.36,6838.14,9503.82,94743.92,120635.14,18875.88,379592.44,1141,10944.46,91956.6,52991.94,17559.68,9067.04,15436.88,38561.24,48758.06,4763.18,1460.64,52231.52,94108.28,77624.72,289,93482.8,56868.94,10584.46,88781.78,112167.1,157613.32,19645.32,5152.82,5605.82,121,151512.96,4,27673.7,4,6161.14,20914.74,22768.68,136225.82,91400.08,4,7,333961.5,62401.44,66217.36,3693.46,38700.12,70321.38,15790.88,275227.74,2639.68,20.5,112768.98,145169.04,5314.82,8689.64,97838.32,483.5,58407.7,10684.46,18872.92,155,14267.6,49622.22,3075.32,256636.64,5067.46,397,13440.6,39757.38,73198.96,224439.68,66145.16,11933.32,6041.92,62636.02,96,64.14,,36,0,71,,,0,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,,,,
S11.102.Gut,7859.92,62462.3,88284.31,10749.07,62156.97,41633.62,5061.53,92757.7,26153.84,5477.71,109049.32,32503.4,47760.72,33057.85,353.22,16450.31,19676.51,5998.42,4642.22,3145.04,2901.04,4525.16,2693.04,2960.43,89.5,1555.16,95.67,7.67,42995.38,7669.44,5687.38,63271.72,132.69,132.69,75289.35,107073.33,88575.97,22142.6,7286.15,3049.49,3870.22,7446.98,52734.03,96841.96,17153.2,61489.72,23220.28,82987.91,9241.1,2775.61,7.67,13282.98,41.94,16292.78,14333.13,4080.11,107833.07,15290.61,3912.55,90408.03,3853.27,1067.5,7537.17,1234.16,17,1069,9228.28,31453.66,6067.67,2351.04,3965.05,676.89,132.69,5147.05,6856.82,2957.04,21979.68,9511.54,41535.48,4981.88,129.39,132.69,565,3965.05,15481.91,349140.3,28901.06,208.89,24329.28,34988.83,17782.04,18982.71,5189.92,54621.89,10221.42,36442.74,8647.59,20725.39,4774.63,965.72,103.89,3000.04,17570.26,126584.8,29440.9,105,132.69,49444.67,12830.24,60647.98,12217.64,65821.92,17,27150.57,38523.84,4712.6,6530.27,67920.9,81914.91,11666.35,211288.87,565,7021.15,63078.64,40441.71,10408.78,4650.18,7492.18,23107.28,33998.8,2976.16,200.23,35804.59,57564.85,58320.45,33,75469.48,39180.92,4758.98,68058.55,76477.66,84203.77,13692.65,3965.05,4412.05,5,94352.58,7.67,18194.06,7.67,2635.26,17512.47,8265.24,108612.67,74252.25,7.67,0,243314.24,43544.67,47655.39,1771.46,26730.32,55045.55,7799.18,217321.47,1095.16,1.5,97400.6,93271.59,4076.55,6307.93,79312.16,1195.17,45757.22,7782.15,16008.09,154.67,11532.87,25638.58,1393.07,197589.15,3818.44,248.34,9739.54,33936.74,53938.45,107636.18,48437.69,8270.43,2940.54,48607.94,38,18.72,,14,0,3,,,0,,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,,,,,,,,,,,,
S12.28.Gut,10561.18,82243.64,119247.09,18196.95,69149.36,57038.87,7731.99,119574.43,31485.8,7468.38,135583.35,35432.04,65519.52,53021.93,2116.96,24238.76,32488.16,8420.86,4816.88,6323.39,6189.39,10360.27,5853.72,5983.42,116,6070.59,57,1,60931.28,5599.29,4535.97,75712.21,404,404,109283.12,172417.03,101824.98,34541.53,7909.35,6800.79,1231.43,10913.99,63832.01,159160.46,17462.52,76873.92,37775.41,96820.23,11951.57,3402.89,1,16490.67,295.18,22493.35,23134.61,5163.84,140957.65,28121.45,4652.97,108028.66,6496.37,45,15649.69,2742.59,117.5,89,18454.8,48585.72,8687.3,4295.8,4312.96,2160.79,404,4400.13,8808.46,6207.39,33866.92,12895.55,73208.72,2725.71,925.31,404,457,4312.96,22739.31,437848.38,60661.51,1112.98,25456.36,40209.21,21663.08,32172.52,9761.53,71560.88,22753.04,61520.49,10803.38,28988.45,6878.75,2407.62,449.87,6132.72,17036.42,153574.51,30284.63,69,404,56364.4,19616.96,64280.93,16208.37,89014.84,1,42173.24,65963.2,7151.21,9728.51,89568.65,113891.19,16168.91,378804.48,522,11013.05,84223.32,47167.38,18561.28,10763.27,18289.52,38797.86,42174.78,2522.92,416.93,48289.96,92169.01,68946.29,221,86156.5,55021.84,10025.72,79298.39,108792.94,165910.36,18206.62,4312.96,6085.96,77.44,144327.01,1,25563.17,1,6129.34,19626.34,14147.22,119131.02,78997.81,1,16.5,304826.77,61474.69,68234.78,4094.58,36292.12,58132.39,18543.52,239166.3,1274.09,119.5,91095.6,141758.93,4382.13,8284.09,86413.9,442.5,48926.73,10836.6,16460.28,400.5,13056.66,49881.92,3122.02,226277.03,4406.58,1047.5,12694.32,33278.04,64594.01,197905.44,59697.11,10396.57,6634.45,55608.1,132,71.43,1,45,51,,1,1,0,,1,,,,,,,,,7,3,10,0,0,,,,,,,
S12.26.Gut,17872.05,137004.9,191958.5,32433.9,125228.6,77725.2,14223.85,208826.9,51062.3,14021.65,229988.5,61312.2,109248.2,95093.55,2801.15,40669.4,55592.8,16902.05,7927.9,12844.65,11421.65,18620.25,9902.15,8032.3,331,3865.75,606,1,99520.9,9097.55,8603.9,130019.45,142,142,184940.6,312807,181327.65,56081.1,14536.45,12546.95,1727.65,17768.2,108242,221635.05,29862.6,133527.45,66983.1,157191.3,19428.05,6981.55,1,22606.7,24.3,38629.6,37273.95,7546.05,239671.5,52675.35,7317.9,179379.5,14799.8,475,20951.3,3529.75,29,475,29693.05,80740.95,15704.5,6179.4,7461.9,6310.4,142,8117.9,14675.95,12228.65,56494.45,14548.65,116570.6,5187.4,290.15,142,606,7461.9,39664.75,735299.75,112575.2,477.15,51773.7,76396.95,38518.4,59042.4,16776.55,124919.25,43690,114895.45,15041.8,51229.7,13915.3,2881.15,128.65,9923.15,31499.75,231315,55079.4,31,142,96186.1,26224.45,87364.7,28429.4,153608.7,1,70936.4,113439,16450.55,17083.55,151900.75,210166.7,28382.8,577281.1,606,19993.2,139861.65,80604.35,34506.05,18761.25,29435.8,54873.35,65425.75,4636.75,107.15,87118.05,170901.55,121731.1,338,124702.25,93290,17288.7,138158.85,176306.5,239032.6,32195.2,7461.9,7533.9,84,228931.25,1,50679.2,1,6658.05,37101.65,27756.55,197148.3,141919.65,1,13,493122.4,112387.3,127591.4,6811.05,57109.45,95209.15,29520.8,408555.9,3694.75,85,162879.95,247711.8,7857.9,13946.3,154909.7,670,85450.9,17657.2,30206.25,128,22448.35,86759.15,4236.9,378040.85,7824.05,352,21892.35,57280.45,103987.8,268055.25,103793.85,18606.55,12444.1,93671.55,0,5.15,1,0,51,,1,1,51,,1,,,,,,,,,0,15,15,24,0,,,,,,,
S12.27.Gut,13344.33,103387.18,151662,26634.28,95527.18,59460.81,9792.33,162712.19,40021.35,10944,182357.72,46735,85759.52,75991.02,3315.16,31091.19,42441.52,11291.15,5970.17,7613.66,7470.66,15544.18,7353.33,6563.17,56.5,2490.5,65.67,0.67,77138.34,6742.32,6088.49,100424.32,123.69,123.69,142594,251337.57,140114.18,42644.34,11284.67,10456.01,817,13369.67,87140.84,185331.4,23391,103844.67,50813.52,126292.56,16020.34,5347.51,0.67,17716.67,17.5,28252,29033.01,6028,186887.32,42685.17,5906.66,138430.5,11032.14,188.5,13634.67,2079.5,3,188.5,23632.37,63410.04,12154.67,5131.5,5776.17,5178,123.69,6076,11503.17,7480.66,44434.04,11527.68,93870.55,2712,262.67,123.69,297,5776.17,32131.34,571818.94,91225.71,359,38125.46,59965,28369.2,48055.51,12163.48,99304.68,36017.2,92636.21,11619.33,40619.17,11077.86,3369,128.67,7414.33,23783.34,179401.34,41340.64,40,123.69,72188.9,22615.12,73483.47,22258.01,119470.04,0,56306.02,90454.7,12552.67,12901.85,119455.71,163248.89,20632.51,443433.01,297,16148.84,107799.86,61169.16,27630.7,15667.2,23247.67,44055.04,51132.49,2685.81,34.51,68128.86,132064.01,95648.98,39,112299.11,72700.02,12743.5,105693.99,138650.68,191280.3,24286.35,5776.17,5926.17,0,172050.1,0.67,37587.3,0.67,5333.33,28196.18,16686.29,148978.49,106777.09,0.67,1.5,384568.16,89253.03,99548.06,5433.86,44771.35,72443.84,23320.17,314698,1875,1.5,119229.6,200773.33,5838,11210,118819.34,331.17,65144.33,13282.51,23049.84,73.67,17399.83,69120.19,2221.69,289249.33,6028,267.84,17005.67,43111.16,80709.18,225728.12,78622.66,13302.01,10348.67,71929.85,1,8,0,0,10,,0,0,10,,0,,,,,,,,,0,26,26,0,0,,,,,,,
S12.29.Gut,8094.5,66190.08,94587.29,16102.67,65449.31,40073.57,5893.75,104969.13,27090.95,6790.46,115600.62,33543.68,54731.24,45459.78,2009.63,20622.58,26043.79,6582.18,4329.71,4552.13,4305.13,8545.25,3930.46,2791.08,149,1515.75,73,2,49499.7,5201.35,4326.05,65505.87,256,256,91903.93,146186.18,94475.02,26421.04,6963.37,5763.37,1150.29,8918.79,59149.35,116783.23,16356.84,68772.52,31279.54,76345.41,9833.17,2870.33,2,12698.13,101.58,16163.54,16730.71,4460.34,120210.19,24482.29,4221.05,91605.51,6676.11,57,7691.78,1046.75,81,75,14256,39964.45,8401.18,2966.04,4026.04,2700.71,256,4162.71,8119.04,4347.13,27572.11,6976.79,60405.47,2053.04,419.29,256,266,4026.04,20130.96,361085.65,50561.73,623.96,24962.94,39019.3,19088.16,28129.28,7119.85,63562.22,19239.7,56050.78,7714.42,25055,6982.75,1871.29,230.29,3967.46,15781.13,124917.84,28212.16,70,256,49101.01,12934.79,49954.81,14225.41,77804.32,0,33133.35,53649.32,6451.5,6980.83,74803.9,102349.34,12233.78,261170.08,270,9694.79,70478.33,43472.02,16955.67,8799.25,13137.45,27131.61,33872.34,1894.44,237.29,41565.24,79624.73,61904.33,416,65235.02,46628.12,7421.46,70823.95,85681.28,109735.13,15484.96,4026.04,4183.04,18,103193.21,2,24131.36,2,3370,17196.16,10399.04,106760.84,73686.45,2,16,258172.08,53669.36,55130.01,3333.33,28691.78,55195.9,13202.45,221088.59,901.75,30,84520.49,119846.28,4116.71,7122.75,80719.48,389,47050.49,8100.12,15181.46,181,11512.09,38648,1361.04,198439.89,4359.67,558,11479.42,31740.27,54468.25,136479.15,51849.36,8554.83,5682.33,50266.6,4,15.29,0,6,5,,0,0,5,,0,,,,,,,,,2,24,26,6,6,,,,,,,
S12.30.Gut,19029.03,148988.83,203203.46,34085.73,123176.64,103403.78,7372.79,209780.15,56970.24,13530.34,246799.72,65332.72,114903.27,94374.5,5554.01,42303.2,58085.38,18383.85,8667,13221.51,12145.51,16603.14,11068.18,11024.36,658,15576,331.66,5.66,113239.23,9576.22,8942.84,136441.1,137.62,137.62,189776.4,308593.84,180828.41,63234.36,14096.28,11889.03,2526.92,20602.63,118052.81,250191.5,30944.36,136763.81,66019.07,185402.85,21216.36,6181.75,5.66,29764.11,722.34,39425.96,42008.94,8563.17,247816.96,49083.63,8395,193488.91,14523.26,352,28357.18,5327,518.5,614,30039.38,87201.5,14556.55,5623.85,7846.51,6143.34,137.62,8183.34,15515.2,12503.01,58320.51,22726.78,121732.15,3430.85,735.94,137.62,547.5,7846.51,41292.04,779739.63,104471.42,1110.77,53693.59,73173.03,39549.41,56821.45,20328.68,125997.28,40422.42,112242.82,19276.45,46606.63,14131.97,5354.35,243.51,11128.18,30730.17,279005.83,55114.76,25,137.62,108874.91,35315.33,111717.09,27908.71,154634.47,4.5,75024.12,118825.83,12223.49,17744,155557.97,204327.65,26672.57,630136.13,648.5,19165.36,151666.97,85676.95,30555.28,16735.1,34146.17,67486.14,74839.02,1283.81,1144.69,85967.45,167928.16,122410.27,1092,145651.67,95317.29,18346.03,140474.77,191806.97,274157.09,35301.4,7846.51,13010.51,43.43,261250.44,5.66,50802.65,5.66,11668.03,33995.23,29703.49,217328.69,142370.72,5.66,61,547059.02,108969.78,118739.79,6248.48,65530.89,102172.97,34351.17,431001.98,969.5,73,164327.61,251725.88,8078.34,13621.19,152191.62,750.16,83254.47,20595.1,29809.61,99.16,22077.7,84607.69,5606.04,407774.23,8081.68,818.32,22058.1,59120.88,114814.3,270426.94,107147.36,21044.75,12533.69,99398.32,140,176.42,4.5,215,9,,4.5,4.5,0,,4.5,,,,,,,,,46,0,46,0,0,,,,,,,
S13.83.Gut,8898.09,78679.7,114108.51,15201.94,85105.27,55304.31,6146.01,123311.62,34006.15,7222.55,137725.04,55518.4,63680.16,40953.13,746.39,21105.27,27276.67,13531.95,8035.22,6500.89,4787.89,5457.18,2758.05,2843.58,1270.5,1368,772.67,28.67,55448.98,9104.63,7418.06,83602.75,934.69,934.69,103859.12,157113.12,120718.6,29203.09,8227.96,3832.97,3883.54,10078.97,71795.47,117893.5,20725.2,85043.38,29206.91,105358.05,12379.28,2883.76,28.67,16847.13,386.92,17086.91,14527.14,5169.11,137058.93,20087.09,4862.23,117949.71,7005.14,481.83,8323.47,1112,125.83,617.5,13029.13,38426.26,7346.19,2546.71,5706.71,1572.55,934.69,6243.72,10943.47,5385.89,28559.59,8438.39,60259.14,5193.54,1068.38,934.69,1010,5706.71,21735.91,424889.67,37803.99,1474.38,37301.53,46375.45,21768.42,24502.65,9501.79,74945.23,10711.91,49075.62,10193.93,25245.87,8215.95,656.21,323.38,2804.05,22272.26,170788.82,39903.26,236.33,934.69,70302.31,16432.11,78097.24,17213.44,96233.45,156,32003.59,51182.27,4349.6,5562.76,79642.45,111970.02,14821.97,253312.64,1024,9350.81,87540.57,59113.03,14276.8,6363.2,9824.64,27507.24,41787.8,2172.71,2019.22,45384.54,81442.63,77165.97,2587,69429.73,56072.84,8558.64,93689.51,86410.8,94407.27,18744.82,5706.71,5936.71,98.5,112992.59,28.67,28409.58,28.67,3421.25,19717.78,18373.67,151228.18,98636.75,28.67,21,322087.55,52356.29,48107.48,3462.11,34348.76,80104.9,10115.47,308423.29,1051,202,126797.9,122524.18,6038.05,7585.76,103450.46,1780.99,64584.91,8625.62,20263.24,457.17,14404.7,27304.97,2225.9,260543.78,5821.1,1678.34,14288.2,47011.58,73246.2,121508.03,65578.05,11610.59,3429.85,67932.94,353,112.71,,287,90,113,2,2,86,,2,,,,,,,,,0,,5,,,4,5,,,,,
S13.81.Gut,7015.27,70581.89,113379.55,14603.79,81584.97,47605.15,5531.81,115693.54,30591.43,6220.15,126502.18,49718.5,58188.44,34229.47,313.69,17499.96,22423.55,13968.42,9762.9,7821.33,4600.84,4426.5,1051.67,1821.02,1804.32,507.24,1355.65,31.32,46278.63,10264.43,8383.09,79052.78,1624.74,1624.74,92575.4,150133.22,112998.68,25178.29,8334.87,2460.35,4165.36,7367.93,67301.25,92672.79,18846.5,80498.61,23591.4,101634.8,11089.05,2145.25,31.32,13616.55,252.05,13092.18,9213.93,4094.75,123224.63,15232.41,3688.75,108239.09,8668.53,628.83,4097.03,382.24,229.49,645.5,11856.59,28587.64,5812.41,905.09,5673.75,2209.76,1624.74,5998.08,10410.53,5579.84,26756.04,7722.6,54820.31,4692.6,756.84,1624.74,2076.5,5673.75,16794.66,347791.93,29606.22,1138.17,37006.68,45116.78,17614.31,19673.35,8227.94,68132.95,5005.34,39308.92,9582.17,23391.22,9510.58,1036.86,397.68,1487.34,22112.83,156372.27,40800.5,246.5,1624.74,67103.12,16526.71,76929.88,17650.05,95580.66,91,26363.03,41358.79,3651.09,3565.7,68916.9,107754.95,14328,211740.59,2092.5,7832.59,79402.39,54816.83,13009.59,6019.92,6544.02,21985.28,35230.33,2596.74,2403.32,42135.76,75476.58,74755.01,2083,65556.45,56930.99,8304.26,90655.76,71231.75,84916.06,14800.51,5673.75,6129.75,160,92312.98,31.32,26779.45,31.32,2106.11,19993.11,20448.24,142523.77,93676.05,31.32,42,286887.12,41991.32,48949.3,3707.52,30530.45,76662.38,7085.02,297986.7,456.56,93,117340.64,111961.11,6123.25,7445.85,98361.01,1506.98,60696.2,6113.08,18964.19,1051.32,14364.45,17681.11,2282.34,237040.27,5493.6,2084.8,13786.93,46809.08,71161,103035.67,62549.6,9466.9,1684.38,64009.86,356,65.86,,187,29.33,286,2.33,2.33,11.83,,2.33,,,,,,,,,0,,0,,,9.5,0,,,,,
