timepoint,pond,ID,ko05340,ko00564,ko00680,ko00562,ko03030,ko00561,ko00440,ko00250,ko04062,ko00740,ko04940,ko00010,ko00195,ko03450,ko00760,ko00920,ko00311,ko00310,ko04146,ko00600,ko04141,ko04142,ko00604,ko04260,ko05142,ko04973,ko00510,ko05110,ko04974,ko04976,ko00450,ko01051,ko00565,ko00524,ko00300,ko05222,ko05416,ko00260,ko00190,ko03440,ko00750,ko00950,ko05140,ko00592,ko00591,ko00590,ko00062,ko00061,ko03070,ko00253,ko03060,ko04370,ko00380,ko00500,ko05120,ko04666,ko04964,ko04960,ko00625,ko00624,ko00627,ko00626,ko00621,ko00620,ko00623,ko00622,ko00270,ko00940,ko00941,ko01053,ko00943,ko00100,ko00945,ko05016,ko00071,ko00072,ko05219,ko05215,ko05211,ko05210,ko01055,ko00902,ko04910,ko00531,ko04916,ko00360,ko00633,ko00630,ko00363,ko00364,ko05130,ko04115,ko00121,ko04914,ko00430,ko02010,ko00130,ko04330,ko03050,ko00361,ko00040,ko00730,ko00362,ko01040,ko00603,ko03018,ko00281,ko00280,ko03013,ko04626,ko05200,ko00312,ko05020,ko05143,ko00523,ko00520,ko00521,ko05146,ko05145,ko00052,ko00053,ko00051,ko00401,ko00400,ko04020,ko00350,ko00480,ko00643,ko00642,ko00640,ko00720,ko00960,ko02020,ko00120,ko00965,ko03008,ko00290,ko04614,ko03410,ko05010,ko05012,ko00980,ko00410,ko00983,ko05150,ko00791,ko00790,ko05131,ko00020,ko00710,ko00196,ko02060,ko00340,ko00785,ko00550,ko00650,ko05220,ko02030,ko03320,ko04612,ko04621,ko04622,ko00910,ko04971,ko00460,ko04970,ko00830,ko00780,ko00511,ko00970,ko00030,ko04972,ko00232,ko00230,ko04122,ko00540,ko05014,ko00660,ko03020,ko00982,ko03010,ko00140,ko05100,ko00860,ko05410,ko00330,ko00908,ko04930,ko03430,ko00906,ko00900,ko00901,ko04520,ko00903,ko00471,ko00472,ko00473,ko05111,ko04810,ko04210,ko00240,ko04011,ko00944,ko04113,ko04070,ko04640,ko04310,ko03420,ko00770,ko02040,ko04912,ko00670,ko04920,ko04144,ko00930,ko04112,ko04540,ko05322,ko04145,ko04740,ko05214,ko04114,ko04745,ko04012,ko04720,ko04722,ko00513,ko03040,ko01056,ko00909,ko00514,ko00533,ko00601,ko05414,ko04380
1,S17,177,10915.5,100243.0,164392.5,28513.5,139624.0,59652.0,12169.0,183292.0,0.0,40520.5,10150.0,196691.0,81107.0,2809.0,88601.5,69367.0,4478.5,68759.0,54587.5,13509.0,15313.0,14817.5,5794.5,6287.0,2788.5,1642.0,10852.0,261.5,6735.0,0.0,92554.5,15667.5,496.5,8509.0,126218.0,8289.0,8289.0,187878.5,323507.5,182561.0,45357.0,13597.0,0.0,10425.0,7147.0,16736.0,21.0,123102.0,159649.5,32361.0,135095.0,0.0,92311.5,99460.0,9228.0,0.0,8233.0,0.0,26163.0,5076.0,32504.0,20201.0,3216.5,214043.0,36798.5,1107.0,170306.0,16420.0,164.0,6487.0,0.0,3153.0,770.5,29297.5,87937.5,35919.0,1433.5,8118.0,5995.5,8289.0,13363.0,2.0,14132.0,6972.5,9.0,64038.0,7022.5,133989.5,5191.5,7548.5,0.0,8289.0,507.0,8118.0,23073.5,411796.5,82157.5,0.0,513.0,11708.5,69286.5,60928.5,65916.5,44511.0,8418.5,120492.0,33964.5,171113.5,14372.5,35720.5,22402.5,117.0,2095.5,2807.5,42064.5,194363.0,66830.5,1090.5,8289.0,61026.5,30323.5,88109.0,30865.0,177027.5,5.0,67982.5,80583.5,18481.0,11461.5,155775.0,226123.5,27363.0,282143.0,855.0,11.0,14288.5,149137.0,29.0,93082.5,28739.5,14598.0,16983.5,54141.5,50827.5,80.0,5530.0,82930.5,0.0,188246.0,123783.5,2030.0,10199.0,122469.0,21190.0,147869.5,152344.5,0.0,76376.5,33695.0,8118.0,8118.0,16.0,116584.5,0.0,42510.0,0.0,5325.5,33952.5,22346.5,230516.0,134002.0,0.0,0.0,448951.0,60465.5,119489.5,12299.5,52148.0,123752.0,17574.5,505199.0,2907.0,111.0,158202.0,5.0,208227.5,10015.0,9703.0,149947.5,12163.0,108324.0,0.0,0.0,21766.0,31528.5,965.5,20618.5,13404.0,0.0,11325.0,371906.0,7530.5,204.0,2991.5,24607.0,0.0,0.0,82925.5,126607.5,94390.5,0.0,111783.5,15773.0,0.0,10783.5,106400.5,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S17,178,3014.42,34022.85,55334.97,8548.79,40615.04,18830.94,2853.5,50858.75,0.0,12971.43,3070.16,56309.02,25534.5,886.01,26376.58,24068.76,1317.5,20685.72,16892.39,3965.72,4208.5,2870.99,1033.01,4684.18,274.16,194.34,1707.81,132.0,631.0,1.67,26583.57,4065.18,108.01,2699.66,38636.02,3332.69,3332.69,51781.74,102871.78,53712.63,12441.75,3276.82,0.0,1863.26,1471.25,6035.58,5.0,37464.46,58198.44,10077.99,40398.18,0.0,28756.33,28684.81,3267.26,0.0,3136.09,1.67,9551.83,3606.5,16981.86,8864.69,2116.84,69988.4,13267.94,509.0,47947.18,3516.52,220.41,1031.42,0.0,1922.74,751.34,11950.87,30406.6,13239.13,512.67,2348.5,1400.0,3332.69,3178.58,21.0,5145.84,1454.01,10.0,21993.53,5504.86,54537.83,2790.26,3989.08,6.0,3332.69,499.0,2348.5,7406.51,176549.33,21735.69,9.66,377.01,7147.74,20603.57,18857.6,27463.33,16757.16,1725.35,35541.39,12746.15,49431.64,3343.91,10342.34,7090.85,72.5,624.17,269.75,10707.67,55407.59,18009.17,568.67,3332.69,16128.17,9542.24,23610.81,9601.41,52396.16,0.0,22528.83,30065.21,5856.86,2373.34,49964.35,65741.19,8917.08,105068.74,661.67,31.0,4850.51,47702.35,19.91,28266.11,11235.54,8015.2,8479.09,18809.88,10173.1,68.0,3372.27,23026.0,0.0,54279.7,33698.35,1056.0,5054.0,33433.86,5991.82,43557.59,52546.99,9.66,22412.35,13363.3,2348.5,2348.5,0.0,40118.02,1.67,13389.19,1.67,1965.0,10971.5,4005.66,67852.42,40335.85,1.67,48.67,135810.25,22584.83,37000.35,4742.45,18903.09,35095.79,8743.76,142365.84,1624.56,55.0,54523.78,19.66,60880.05,2737.5,2754.5,44454.85,3953.58,34062.38,0.0,0.0,7212.02,8767.77,408.17,5804.68,4713.69,0.0,3942.69,101927.22,3473.84,10.0,1352.83,7970.67,0.0,9.66,23074.91,40277.16,42054.64,0.0,32217.27,5681.45,0.0,5120.92,31386.53,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.35,3.67,6.0,6.0,6.0,0.0,0.0
3,S17,179,5669.99,46274.33,78277.46,13092.37,61121.65,27984.97,5754.75,80608.86,0.0,18910.59,4044.19,91155.71,33742.04,1710.76,37528.15,33640.04,2931.26,31839.54,27948.38,8237.45,5330.35,9343.02,3812.0,4574.97,1479.22,1846.69,2973.86,235.38,1905.05,16.33,42275.2,6451.96,749.14,3554.61,55795.43,5346.91,5346.91,83107.5,140463.36,80058.5,18448.04,5837.35,0.0,5048.14,4033.39,9701.62,0.0,55751.45,73582.68,13845.02,56613.66,0.0,46753.44,55006.92,5519.48,0.0,3391.34,6.33,16379.57,4266.19,25667.46,13636.93,3241.79,102786.3,17867.1,1087.0,78653.22,11367.33,272.84,2207.66,33.0,1546.93,510.0,17429.6,46831.74,21026.24,515.05,3328.13,2159.63,5346.91,5382.44,8.0,6283.92,4425.0,64.0,36445.51,6069.01,75594.92,4496.56,4948.91,15.0,5346.91,442.25,3328.13,14735.71,248509.3,31736.2,35.34,162.0,8437.29,34023.05,30515.48,44730.0,22447.0,5983.66,49361.98,19318.12,82463.47,7101.81,12766.6,10870.01,163.25,2192.25,1492.63,17295.56,93485.68,25709.77,1666.33,5346.91,31390.88,16825.57,40752.18,14231.92,74830.62,0.0,35844.45,40109.72,10041.41,6488.51,77658.05,98215.27,13777.33,142679.59,645.42,89.5,5902.26,66830.87,94.59,40216.36,16458.3,9925.55,11898.76,27092.47,19506.15,760.16,3939.64,35512.97,0.0,78395.6,51253.06,1008.0,12924.05,53512.0,7797.35,61789.85,79096.81,35.34,29885.43,16556.06,3328.13,3328.13,2.5,69101.89,6.33,27113.26,6.33,3448.35,14551.39,13578.02,93481.86,58650.35,6.33,20.0,196024.66,32211.3,47200.63,9591.55,24475.65,49710.91,12212.3,200495.7,741.61,30.0,76849.36,80.34,98051.45,4040.13,3957.26,66353.72,5774.7,45945.18,17.5,0.0,12737.1,13037.13,531.33,8670.54,6139.98,0.0,7396.21,157285.11,4032.12,357.0,1672.39,10133.61,0.0,35.34,32292.76,55074.06,35497.41,0.0,46533.07,7628.69,0.0,7707.26,44167.56,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,90.0,18.0,4.0,4.0,4.0,16.0,0.0
1,S20,180,5855.33,69633.12,108925.93,17409.16,84668.46,41122.31,6301.33,107591.25,12.0,26633.82,6562.49,118849.57,54892.14,3024.5,53615.29,47723.97,2629.33,38316.48,31257.49,12595.98,9040.66,9358.99,3483.5,6719.0,905.33,807.5,5001.32,182.0,2656.83,0.0,56499.78,9267.83,635.5,7322.49,79383.12,6588.5,6586.0,109761.24,213915.85,111859.45,27069.48,7629.99,2.5,4262.33,3628.0,10559.99,15.0,73944.25,108024.94,19855.82,82418.45,2.5,53420.81,68950.77,5418.83,23.0,5729.83,0.0,16473.48,4138.33,24118.98,14172.82,3210.83,131605.58,22644.15,794.33,101486.6,10168.0,288.83,2838.0,18.0,2750.99,874.5,21070.83,52291.47,20659.33,823.5,4485.33,2997.33,6586.0,7622.66,22.5,10003.33,4862.0,0.0,39579.47,6361.5,89988.95,3798.5,6357.16,12.0,6586.0,528.5,4485.33,13290.32,291087.85,47192.8,1.33,400.5,9011.49,48402.46,39211.81,39413.98,30178.13,5808.5,74048.94,20920.66,89258.13,6816.66,19115.32,14072.49,163.5,1003.0,885.0,24060.15,122133.06,42237.3,825.0,6586.0,41327.12,18882.98,55963.45,19688.65,110659.26,94.5,38464.96,52779.14,9935.5,5026.66,88341.78,127129.6,17347.82,185004.28,779.0,20.0,8776.33,97271.6,31.83,59515.13,20408.83,13415.0,13629.66,32296.31,25270.82,81.0,5992.5,49517.8,12.0,107006.25,72591.79,3447.0,7413.82,73295.63,12331.82,91380.48,89633.79,1.33,37632.77,21823.49,4485.33,4485.33,8.5,72969.44,0.0,26357.49,0.0,4376.16,22518.65,15719.32,141074.08,87554.27,0.0,41.0,278108.33,42275.96,73309.1,9691.5,35927.31,76556.25,14453.16,298920.49,4108.32,166.0,109166.61,23.33,127279.58,5836.33,5822.33,93341.78,9157.16,69269.13,0.0,12.0,13108.32,19264.33,1077.5,12557.83,8454.16,12.0,7480.5,217292.88,5525.5,96.5,1885.16,16236.99,8.5,1.33,50388.96,81174.94,65601.26,11.0,67481.3,9472.5,11.0,8470.82,66328.3,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2,S20,181,5955.49,71834.74,118312.98,19390.31,87019.42,41625.08,5557.8,118376.1,30.0,26821.15,8765.85,131964.81,51235.95,2523.5,60933.82,52087.22,2538.84,50509.6,36240.12,15245.55,10568.0,10097.03,1859.0,6892.49,905.01,695.63,7524.04,97.83,1991.01,43.0,63405.25,8690.33,595.0,6944.85,83356.96,5331.5,5305.5,121366.03,216352.85,114556.39,26498.83,10151.67,26.0,5947.83,4372.65,12048.84,13.0,88511.36,118562.24,20753.32,85422.27,26.0,66178.07,77710.31,5230.51,123.0,6573.83,0.0,26335.28,7162.51,37089.98,20241.13,4575.82,154368.0,26879.67,3199.33,104600.91,9620.63,969.5,3341.49,0.0,5946.02,3242.5,20868.65,74756.39,25761.1,1354.33,4148.33,4624.83,5305.5,7712.85,216.0,10577.49,3976.5,13.5,50745.95,8527.5,104239.02,8484.15,7228.35,30.0,5305.5,1506.33,4148.33,18260.83,298579.57,50914.48,54.51,1569.0,12085.84,50800.5,41596.77,53381.44,36879.52,3996.99,77077.67,28033.64,108635.02,8290.33,21020.13,14159.17,68.83,1580.83,1273.33,25080.86,131785.03,44686.36,1181.49,5305.5,41692.66,21940.67,62417.94,21257.02,114450.44,27.0,48279.98,58403.64,11424.15,8290.15,111557.58,146122.05,20044.66,237010.08,2419.83,208.0,8668.16,97795.4,198.01,62354.14,19127.81,12213.99,16425.15,43075.48,27137.09,91.49,5082.0,52591.46,30.0,121188.09,75250.63,342.0,10659.7,76123.72,13309.17,84623.78,109447.78,54.51,59510.26,29572.47,4148.33,4148.33,102.0,93784.18,13.5,28085.95,0.0,6988.32,24890.69,10688.53,144896.89,94193.62,0.0,232.0,291899.25,48331.89,73015.97,8557.32,37708.68,89031.91,18212.64,305432.46,7574.04,79.5,106256.84,36.01,147047.03,5847.83,6101.83,95968.93,8509.98,74246.44,18.0,30.0,22686.14,17578.79,1852.83,13139.97,10923.3,30.0,6504.5,222367.23,5172.81,64.0,5442.67,17695.67,67.0,68.01,53327.35,84263.86,88136.78,106.5,68219.97,12373.97,93.0,14365.36,68062.77,0.0,34.5,0.0,13.5,13.5,13.5,13.5,13.5,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,S20,182,10279.92,92865.88,153961.82,24841.09,116533.54,54573.69,10049.17,157458.25,0.0,36584.43,8857.26,172608.68,63048.36,3525.5,72815.96,68727.78,4642.17,75613.27,56516.51,15335.52,11795.09,13025.01,4072.5,10123.75,2804.17,2008.5,7727.18,103.75,3093.17,0.0,84476.22,13217.42,708.0,6351.76,105866.63,10425.25,10417.75,166805.51,281389.9,152014.55,36666.27,12000.51,7.5,9071.92,6867.0,18107.76,0.0,110149.75,139253.81,26380.18,107681.05,7.5,104402.94,87855.23,9473.17,106.0,7788.67,0.0,37258.02,11253.67,58489.77,30481.18,7980.17,208625.17,38998.6,5244.42,140331.65,17362.25,1284.17,7649.25,7.5,6222.51,4413.5,34821.67,115460.78,45180.92,1382.5,6345.42,5297.92,10417.75,10049.59,452.5,11651.67,5996.5,2.0,78485.03,10750.5,161891.3,12222.25,10732.84,0.0,10417.75,1655.0,6345.42,29105.93,501756.9,64110.2,122.67,1405.5,19235.26,61348.29,53636.44,91198.02,49677.37,5779.0,99463.81,43952.59,176688.62,11335.84,26770.18,22191.26,416.0,3982.25,2914.5,33040.6,166908.94,51064.7,2926.75,10417.75,47837.38,30829.02,76833.05,28115.6,146211.99,4.0,74390.04,81435.36,22186.5,11854.34,169525.72,203960.4,27787.68,288828.72,2905.5,445.0,11694.42,133207.9,279.17,79256.62,32405.42,20545.5,26487.09,65771.94,36459.68,313.5,10238.25,67466.95,0.0,159809.25,99238.46,1164.0,12769.43,103009.87,15073.68,116703.77,168674.46,122.67,66145.98,39381.01,6345.42,6345.42,115.5,134861.81,2.0,48511.01,0.0,9804.59,30442.1,16033.18,182109.17,114188.73,0.0,91.0,378688.67,60127.54,99608.9,17284.5,49581.69,102260.0,27765.09,384810.01,8289.68,550.0,160598.39,176.67,201301.42,7539.92,7459.92,126555.72,9933.59,96068.37,0.0,0.0,34506.93,23736.92,2166.0,17151.17,13281.84,0.0,13037.5,295240.12,6736.0,150.0,7272.59,21235.26,98.5,124.67,63822.29,109447.06,98324.49,108.0,91347.95,16709.5,106.0,20414.18,88626.2,0.0,364.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,S27,183,22644.75,209609.75,360090.5,52939.0,308712.0,129509.5,27548.0,387393.25,0.0,90106.0,20692.75,407258.75,159563.0,2170.0,170557.0,153006.0,10152.75,155824.0,121160.0,22233.25,30629.5,24190.0,9336.0,18008.0,7830.5,1278.5,20785.0,36.0,13064.0,0.0,202142.0,36657.0,361.0,13019.25,273187.5,25146.75,25146.75,396408.25,677606.25,412894.5,95114.0,27813.75,0.0,18226.0,14769.25,38888.5,0.0,276190.0,327456.5,75511.0,288465.25,0.0,222265.25,193211.5,22897.0,0.0,23514.25,0.0,50980.75,21417.25,100247.0,45512.25,12831.75,472411.0,92620.25,1316.5,353078.5,37182.0,126.0,10421.5,53.25,4721.0,3921.0,70753.0,195339.0,99565.0,4614.75,17211.0,7411.5,25146.75,30081.0,0.0,35966.0,9636.0,0.0,156545.75,26527.75,367466.0,14081.25,23129.5,34.0,25146.75,190.75,17211.0,50719.0,946989.0,159101.5,0.0,798.0,39911.5,145691.0,122628.0,183866.5,105800.5,14039.25,256302.25,74894.25,399693.0,32092.75,78119.0,49769.25,32.0,1355.75,7793.5,91105.5,390108.5,131880.5,1664.75,25146.75,112584.25,62178.5,175541.25,64235.25,383012.25,0.0,170297.75,173884.75,46362.25,21776.5,371378.75,510486.5,61057.25,560067.25,773.0,17.0,31623.75,320785.75,54.0,200123.5,77186.5,43215.75,35473.25,116674.75,102525.5,203.25,11603.0,182195.5,0.0,404906.0,267639.25,0.0,27757.5,257538.5,44394.25,316279.0,365104.0,0.0,148491.75,87645.75,17211.0,17211.0,76.0,253551.75,0.0,98865.5,0.0,5931.75,66216.25,31338.75,490883.25,291828.25,0.0,31.0,962059.5,127469.5,273983.0,29195.5,121280.5,263179.5,35992.75,1071604.5,6449.0,51.0,392270.25,54.0,433133.5,21942.0,20371.25,324568.75,41662.25,251694.75,17.0,0.0,47724.25,69027.75,890.5,42334.75,35472.25,0.0,32210.75,787470.75,16730.25,79.0,7767.75,50392.0,0.0,0.0,169109.75,266796.0,234621.75,0.0,246058.25,38315.0,0.0,21504.75,229353.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S27,184,9994.82,133601.34,219022.54,35584.87,157742.21,80015.78,10834.88,203085.82,0.0,49854.68,13306.06,225795.17,88913.39,6354.66,105797.0,96781.69,5110.57,79235.69,61701.64,24381.8,18894.39,15326.99,5206.0,14884.57,1467.66,1197.32,9943.98,234.25,4632.49,15.33,110157.89,16993.73,1860.82,13027.65,150945.2,12451.06,12437.56,206230.92,398579.17,208248.65,48708.18,17165.55,13.5,8687.81,6716.58,21673.21,0.0,145875.2,209998.54,37530.77,153682.45,13.5,106951.5,134211.54,10946.89,196.0,11064.64,5.33,39647.24,10161.4,56319.31,29698.18,7265.98,262562.14,46883.17,3697.74,191666.14,18341.14,1551.65,5551.74,0.0,9349.15,3823.65,41662.86,113034.43,41277.93,1463.5,9037.57,6650.07,12437.56,14235.57,316.5,19687.14,6806.0,0.0,84485.76,16440.23,183306.17,9892.98,13021.14,3.0,12437.56,1484.25,9037.57,28207.61,534804.88,88197.35,152.33,1384.5,20607.46,94064.88,76731.87,84562.18,59428.63,9879.33,138945.2,44774.91,176958.92,13381.23,36571.27,28291.03,168.0,1701.41,1568.33,45635.62,226169.22,80682.65,1779.23,12437.56,74348.76,37544.69,102551.32,39181.2,204331.3,0.0,78013.18,102986.05,20186.65,10955.71,182957.42,250983.78,35066.12,396155.14,2378.33,307.33,16411.81,180915.61,368.49,115367.08,39994.53,27334.8,26817.43,70699.93,43647.5,158.66,9604.65,93412.61,0.0,212673.0,135675.48,120.0,16610.99,136502.56,22470.63,165981.53,182400.32,152.33,90362.69,45966.57,9037.57,9037.57,208.5,163982.42,5.33,51829.26,5.33,9529.97,45699.28,27294.65,262940.13,165094.65,5.33,194.0,519596.04,87333.78,144926.44,18506.88,70199.08,150387.24,29682.09,551475.26,9483.9,138.33,195734.4,151.66,250344.08,10607.07,10691.9,173823.08,12006.88,129187.82,4.33,0.0,31970.75,33754.7,3255.83,23934.13,17746.27,0.0,14904.14,398201.76,11312.65,130.0,6705.73,30573.88,182.5,152.33,93958.86,153644.79,147169.6,196.0,123877.02,18966.88,196.0,21342.87,124611.56,0.0,187.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0
3,S27,185,6198.25,62912.28,107146.91,21545.74,75889.52,37315.89,5734.58,100226.17,11.0,22963.73,6016.33,105428.26,41083.14,1859.5,52521.46,45054.63,3567.0,45775.97,36681.72,7428.75,7356.41,3464.5,947.0,9686.57,821.5,409.83,4586.5,329.75,1299.33,2.33,51494.55,7056.41,873.0,3061.25,73755.03,7218.81,7207.81,101687.43,195759.35,100040.34,24043.73,7499.33,11.0,4903.99,3362.5,12956.91,0.0,68693.61,99864.15,17754.32,75232.03,11.0,66681.05,45984.81,6390.57,320.0,6155.74,2.33,26332.07,8690.5,41012.07,20897.15,5100.74,138014.64,29003.65,3398.08,86143.59,7511.33,898.5,3924.58,18.75,4319.5,3141.0,24425.21,73479.28,30435.15,967.25,4476.58,2265.58,7207.81,5852.58,359.0,9608.16,1377.5,17.0,49481.62,11721.82,119946.49,7762.75,10435.83,17.0,7207.81,2406.0,4476.58,16400.15,340551.36,38604.78,68.0,1116.0,20397.83,38235.32,34786.47,66162.28,33292.9,2368.75,62212.95,31814.55,114445.33,6247.83,18099.15,14028.97,41.0,1316.33,782.0,20617.98,97830.42,32418.39,1189.0,7207.81,25418.65,22743.91,42076.39,19251.32,98233.76,0.0,49749.22,56410.78,15119.91,6755.4,111423.24,130510.39,18577.24,199847.47,3263.0,371.0,9257.74,90839.35,381.5,53959.38,23063.71,16898.05,17598.91,45390.46,18192.57,56.75,5246.49,44196.38,11.0,110290.09,60141.2,600.0,12387.57,65560.71,10484.41,78523.02,120542.24,68.0,32171.53,30193.56,4476.58,4476.58,321.0,82591.84,2.33,30146.66,2.33,5466.25,21430.9,5265.25,127081.5,68502.95,2.33,300.0,253647.8,43024.54,72722.52,10263.89,34919.14,58464.45,18682.91,261262.15,5136.75,29.0,103686.13,72.5,110960.07,4949.08,5209.83,80414.85,6299.83,65340.87,6.0,11.0,21666.74,15878.15,887.33,10537.24,5968.55,11.0,9707.06,191017.94,7420.41,216.5,3720.66,15110.57,309.0,68.0,41966.39,78429.45,50132.88,309.0,61382.54,11580.24,309.0,17015.66,57008.53,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,S11,186,13614.01,208662.03,303289.24,48098.36,255682.82,127185.29,18575.85,315228.4,0.0,77529.9,18701.18,365522.09,141727.46,7004.0,151278.15,148701.8,7092.34,114204.22,87327.39,41514.19,27811.69,32166.68,11714.34,15654.03,3136.84,1436.34,15258.84,285.17,8077.0,0.0,166611.8,25965.85,806.0,19127.01,246101.99,15529.84,15518.84,324320.1,618959.89,339985.24,79642.06,22729.02,11.0,10992.18,8312.84,26802.85,68.0,224868.82,320875.58,62799.04,247097.01,11.0,142554.58,214513.21,18273.69,40.0,22833.17,0.0,45837.4,10863.84,70507.73,35583.03,7202.17,417950.82,70703.06,2032.17,291535.93,29546.01,420.34,9552.52,17.67,11902.38,2345.34,53743.55,142645.93,55977.34,2300.68,14424.51,7194.34,15518.84,25580.01,76.0,32533.7,17781.34,0.0,110507.43,15741.2,268169.71,8974.35,16810.0,10.0,15518.84,2483.5,14424.51,44556.38,811839.68,131251.64,0.0,1047.0,27915.0,147065.4,108243.59,103698.69,87916.89,20305.01,226270.51,52042.03,248997.78,18786.69,57226.4,37148.69,822.0,2194.5,3085.84,71912.88,369465.97,123854.75,1665.84,15518.84,126317.94,54189.86,178794.28,57627.04,336739.2,45.0,107576.26,133920.01,26028.02,12547.35,262804.98,383191.23,49541.37,528256.37,3278.0,65.0,24874.53,302365.36,132.0,180781.09,52351.55,31172.87,32146.55,91334.07,73209.24,14.67,20956.02,154340.29,0.0,341326.23,214799.33,324.0,26461.9,211347.65,40801.69,272546.35,261705.16,0.0,117171.83,65720.53,14424.51,14424.51,82.0,200131.24,0.0,73838.56,0.0,11143.68,76327.05,44469.35,432958.6,276348.9,0.0,18.0,830616.51,113326.81,235585.19,21813.51,109242.74,253683.65,33736.89,911684.53,13526.85,813.0,297033.96,77.0,384677.03,17982.51,17738.52,277426.68,26463.5,216276.12,0.0,0.0,34615.69,54898.7,1981.34,37448.03,25480.44,0.0,19558.19,646055.12,17372.01,10.0,7377.18,45845.87,29.0,0.0,155154.07,252449.82,197049.49,40.0,205294.63,30451.85,40.0,23661.34,195932.81,0.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,S11,187,8229.35,101574.27,177959.26,27553.38,125330.76,60530.65,8545.19,164766.26,0.0,39045.76,11596.7,173412.45,79537.8,3664.5,86279.89,74383.68,4751.84,63490.12,51005.11,14490.05,15813.53,10029.86,3486.34,10966.87,1398.18,656.68,8239.36,157.17,3920.68,17.34,88691.56,14099.19,1437.5,8882.19,117042.43,9331.38,9299.38,163813.26,313846.91,169086.5,38457.28,14086.7,32.0,7598.2,5493.5,17016.71,0.0,115172.66,162027.16,29859.4,121068.27,32.0,87117.98,102862.75,8610.21,202.0,8245.03,17.34,31943.08,8698.84,46932.59,22652.25,5493.03,203791.18,37641.26,2862.85,154687.71,14875.01,1835.34,4503.86,0.67,9103.02,3752.5,31943.77,89747.71,33575.38,1345.34,6848.85,5422.18,9299.38,11373.19,256.0,15902.36,4394.84,0.0,68728.85,14036.04,145616.85,8974.17,9796.52,0.0,9299.38,1012.0,6848.85,23269.58,410004.8,71888.4,76.34,1130.0,14689.86,69835.62,57683.97,68066.83,44529.47,6128.01,108762.95,34352.27,144269.8,12850.03,29516.92,21678.75,179.5,1407.34,1448.84,37629.92,176652.33,64076.31,1294.0,9299.38,53874.34,28427.4,80867.04,29968.74,160042.2,68.0,62444.18,82595.05,16739.02,9355.89,147368.04,206554.45,27857.23,326567.37,1727.0,224.0,13148.37,136310.84,302.34,87649.85,31086.77,20248.91,20525.71,55028.83,38567.26,60.67,6923.52,75397.85,0.0,166686.07,112406.41,1452.0,11847.62,110488.03,18117.05,130227.73,142461.04,76.34,88411.39,36179.25,6848.85,6848.85,170.0,144010.08,17.34,42147.72,17.34,6492.02,33362.25,16866.71,207222.6,128073.12,17.34,176.0,413502.83,67950.39,112897.49,13344.39,55012.8,119562.31,23174.71,436410.57,6304.03,61.0,159710.76,77.34,202409.49,8347.85,8612.02,138253.64,11398.52,104829.04,0.0,0.0,25699.89,27567.22,2830.84,19197.87,17605.8,0.0,11804.05,321425.88,7868.35,209.5,6670.36,24693.39,170.0,76.34,72822.99,117665.94,132779.29,202.0,96789.87,16455.03,202.0,14625.88,99949.05,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
